pop1 ecotype1 reg1 pop2 ecotype2 reg2 geography geography2 ecology group group2 lg n.sites num.outliers nnd.mean.null nnd.sd.null nnd.mean.emp nnd.emp.percentile nnd.emp.zscore nnd.emp.pvalue disp.all disp.out
al marine ns sr white ns allo para D allo_D para_D 20 439 13 0.0428965587151771 0.010742263815804 0.0417642107621745 0.4586 -0.105410551483262 0.916050043837907 0.00606363779467581 0.114671824560554
al marine ns sr white ns allo para D allo_D para_D 21 321 13 1.35013895403295 0.486946607998354 1.10349519011145 0.326 -0.50651089846454 0.612498040823001 0.535936265748825 8.46353875239237
bea lake al al marine ns allo allo D allo_D allo_D 1 46 6 3.04033007676978 2.01835748999544 1.78770456424699 0.3525 -0.62061627770689 0.53485212699535 3.54028372969913 6.10676258956042
bea lake al al marine ns allo allo D allo_D allo_D 4 65 9 4.2341187712321 1.91625785036607 0.38607108507101 0.0119 -2.00810537341099 0.0446320953938703 4.44706164245562 1.78797266362781
bea lake al al marine ns allo allo D allo_D allo_D 5 32 6 3.18376751543722 1.50802784317416 1.74731196084877 0.1908 -0.9525391464689 0.340823622524839 3.63934013633928 1.5109847343192
bea lake al al marine ns allo allo D allo_D allo_D 6 34 3 11.2044459147529 5.81388292162041 11.5557796253463 0.5799 0.060430131691651 0.951813060883185 3.15878163566813 3.52369399365336
bea lake al al marine ns allo allo D allo_D allo_D 7 45 6 5.50830168627253 2.65141995827606 1.68021504912313 0.0749 -1.44378736578509 0.148798796985651 3.57997359722701 0.566696070526649
bea lake al al marine ns allo allo D allo_D allo_D 10 32 4 8.76881478059987 4.03700178994454 4.06252498596262 0.1736 -1.1657883844292 0.243700014667539 3.6392506665927 12.8106795960093
bea lake al al marine ns allo allo D allo_D allo_D 11 38 3 6.39545942850275 3.8886109594446 24.6107296089079 1 4.68426139060379 2.80971262425524e-06 2.02716886886355 24.661833846169
bea lake al al marine ns allo allo D allo_D allo_D 12 34 7 3.25150576002354 2.81138405157897 7.24531698544743 0.8559 1.42058543128635 0.155437316294019 28.3609312447175 43.250785607266
bea lake al al marine ns allo allo D allo_D allo_D 14 34 3 8.57015981503272 5.07444062265906 0.316648001260328 0.0155 -1.62648702143005 0.103846092082146 5.03028999262507 0.568947383334189
bea lake al al marine ns allo allo D allo_D allo_D 15 32 3 8.33055533853188 4.52678244250794 4.4122638001572 0.1994 -0.865579821460085 0.38672062523728 4.71602512375908 5.96644463989033
bea lake al al marine ns allo allo D allo_D allo_D 16 41 6 3.61988711762681 1.52026890925194 2.90919092005804 0.3458 -0.467480584022778 0.640156080175642 2.48051388486879 8.93114202676777
bea lake al al marine ns allo allo D allo_D allo_D 18 39 3 8.73663715871782 4.8282844728263 6.1784331030662 0.3451 -0.529837061185864 0.596224906922182 3.40311163031033 3.73089571238909
bea lake al al marine ns allo allo D allo_D allo_D 20 32 5 0.118929066385501 0.0451461642763382 0.118206540958805 0.4926 -0.0160041376333503 0.987231090764319 0.0472730783732216 0.172920250709849
bea lake al al marine ns allo allo D allo_D allo_D 21 31 4 4.82243042194815 2.57922594180781 2.59716596625206 0.2031 -0.862764451778266 0.388266987741592 2.74014326964102 6.94767384744659
bea lake al boot lake bc allo allo S allo_S allo_S 1 421 21 1.21676176943819 0.397607114287268 0.762928108447173 0.133 -1.14141232559316 0.253698377895099 0.807712402457436 4.40103927566674
bea lake al boot lake bc allo allo S allo_S allo_S 2 315 9 4.00996455647181 1.55976325827027 1.0873043544955 0.021 -1.8737844903575 0.0609601349519956 0.830147469464035 11.0142905109111
bea lake al boot lake bc allo allo S allo_S allo_S 3 279 10 2.38599419909955 0.75103743966157 2.82022925815636 0.7052 0.578180309163388 0.563142391422722 0.497842380599424 5.33365583120953
bea lake al boot lake bc allo allo S allo_S allo_S 4 574 30 1.20221509784179 0.324558585617146 0.712301293195547 0.0637 -1.50947726036789 0.131176862157877 0.94966989577416 17.9699184435061
bea lake al boot lake bc allo allo S allo_S allo_S 5 241 12 1.66490995905547 0.579471481968274 0.492897568085838 0.0144 -2.02255404698898 0.043119146019428 1.48323884153294 8.00172661687203
bea lake al boot lake bc allo allo S allo_S allo_S 6 265 12 2.28516077685164 0.652338777924316 3.4550216178495 0.9676 1.79333328109093 0.0729196488363689 0.732985952166702 3.14581668830331
bea lake al boot lake bc allo allo S allo_S allo_S 7 433 26 1.34383058137401 0.315549406528842 2.03575883479287 0.9862 2.19277310970196 0.0283237302632556 0.675833116453931 11.0942865300904
bea lake al boot lake bc allo allo S allo_S allo_S 8 315 15 2.0372791744475 0.531285524197888 1.06458349079434 0.0303 -1.83083415480159 0.0671253007346044 0.592202269901194 8.83768760291219
bea lake al boot lake bc allo allo S allo_S allo_S 9 356 20 0.782346030858052 0.598539339474984 0.391158498954622 0.2302 -0.65357029371965 0.51338868806226 20.2435761645713 30.2198765697344
bea lake al boot lake bc allo allo S allo_S allo_S 10 269 17 1.52644737389144 0.407856673229041 2.21775668744169 0.9531 1.69498100417749 0.0900790243748113 0.817558585530092 3.82531638617873
bea lake al boot lake bc allo allo S allo_S allo_S 11 357 22 0.797894226667909 0.230361967621375 1.02065907115027 0.8365 0.967020931373982 0.333533570056739 0.718462976512263 3.85074224968178
bea lake al boot lake bc allo allo S allo_S allo_S 12 281 17 1.40982696712847 1.13785995018209 3.5003820097216 1 1.83726920194229 0.0661701641106537 26.4252084470263 30.349686637921
bea lake al boot lake bc allo allo S allo_S allo_S 13 320 13 2.6318756314953 0.838065850175324 2.93042488259769 0.6337 0.35623602971048 0.721663811644216 1.5301523905949 10.2264362230897
bea lake al boot lake bc allo allo S allo_S allo_S 14 237 8 3.05176508146203 1.12549392449866 6.64549487076233 1 3.19302460108888 0.00140790951350763 0.907807721801809 3.14910285436223
bea lake al boot lake bc allo allo S allo_S allo_S 15 247 10 2.31830951570402 0.668180736742845 1.01098679339135 0.026 -1.95654057416474 0.0504015076375695 0.546844987829237 7.26790000742318
bea lake al boot lake bc allo allo S allo_S allo_S 16 263 15 1.4311819930624 0.493205179392691 0.6106130667941 0.0158 -1.6637475852924 0.0961628824848643 3.87194976966867 7.29360690958428
bea lake al boot lake bc allo allo S allo_S allo_S 17 243 17 2.076887935068 0.474445379302136 2.39809461869605 0.7438 0.677015095184432 0.498396376883548 0.918137402555095 4.18976537095606
bea lake al boot lake bc allo allo S allo_S allo_S 18 259 21 1.11153029854047 0.266084631540892 1.29305338949165 0.7481 0.682200583701441 0.495112125648811 0.606937669701642 7.092503011299
bea lake al boot lake bc allo allo S allo_S allo_S 20 261 14 0.0390537513772826 0.00947700019295249 0.0437494747591397 0.6852 0.495486260024456 0.62025691848273 0.0100667877252038 0.0474744019389872
bea lake al boot lake bc allo allo S allo_S allo_S 21 234 8 2.41495963411378 1.07396887258876 0.270969937493904 0.0038 -1.99632387059029 0.0458986813999364 1.00593321137598 12.659042049764
bea lake al boot stream bc allo allo D allo_D allo_D 1 437 22 1.15101226804007 0.36158144172896 1.25577318706559 0.6135 0.289729800635214 0.772022956086658 0.955585521204394 8.14229414018471
bea lake al boot stream bc allo allo D allo_D allo_D 2 317 10 3.58145526774813 1.28051995968559 4.45522167534573 0.7237 0.682352821592984 0.49501588014382 0.696979822473256 3.61986046707068
bea lake al boot stream bc allo allo D allo_D allo_D 3 287 12 1.97632528916987 0.579789985205793 1.84012252777301 0.4202 -0.234917409531515 0.814272836795493 0.591304843111989 9.11341526231178
bea lake al boot stream bc allo allo D allo_D allo_D 4 518 33 1.08473690170014 0.263689165496041 0.717741280456959 0.0807 -1.39177360796301 0.16399096433915 1.07104092918546 14.3288766782565
bea lake al boot stream bc allo allo D allo_D allo_D 5 241 9 2.2497044614127 0.857174192839513 0.545777203731243 0.0093 -1.98784246179526 0.0468291159362061 1.46839366330142 8.22489440234393
bea lake al boot stream bc allo allo D allo_D allo_D 6 273 16 1.67214818623182 0.420912201378757 1.42125656679676 0.2785 -0.596066397251571 0.551130871227045 0.598745935383307 2.74883039704507
bea lake al boot stream bc allo allo D allo_D allo_D 7 416 27 1.28497071690181 0.301191472945442 0.812815346455658 0.0593 -1.56762529107747 0.116968606201621 0.735726462640278 6.24656360614655
bea lake al boot stream bc allo allo D allo_D allo_D 8 308 12 2.58615795803609 0.763400473202555 1.96268700399107 0.2164 -0.816702341602541 0.414098552839134 0.588954189136044 3.82632159871917
bea lake al boot stream bc allo allo D allo_D allo_D 9 328 22 0.698230460039054 0.523469657126505 2.31431887565231 0.9966 3.08726283101963 0.00202008898213516 20.2962522421727 31.1869260806495
bea lake al boot stream bc allo allo D allo_D allo_D 10 247 13 2.09077915692218 0.671488657088609 2.15091046413833 0.5374 0.0895492523684069 0.928645413044133 0.911801685322517 5.67393115037843
bea lake al boot stream bc allo allo D allo_D allo_D 11 346 19 0.917489613572412 0.289966460109914 0.710781961879559 0.253 -0.712867452375351 0.475927781261222 0.633286871991392 3.87168202381163
bea lake al boot stream bc allo allo D allo_D allo_D 12 284 17 1.41512330747995 1.14207103522356 3.4794848285139 1 1.80755965028905 0.0706750629568429 26.4741641432427 29.4368471533277
bea lake al boot stream bc allo allo D allo_D allo_D 13 313 13 2.61959162228468 0.823828978654157 1.52648782225329 0.0949 -1.32685767113598 0.184555768815469 1.5410574165169 9.56367047899583
bea lake al boot stream bc allo allo D allo_D allo_D 14 204 6 4.12910280590425 1.7824393273307 3.87317694012503 0.4508 -0.143581810530677 0.885830704904441 0.971197990598534 4.68202232283903
bea lake al boot stream bc allo allo D allo_D allo_D 15 242 9 2.63070338372923 0.810810109194997 3.4438021707659 0.8298 1.00282270511396 0.315946411798767 0.518958150823971 6.59698736970032
bea lake al boot stream bc allo allo D allo_D allo_D 16 267 16 1.37812862490759 0.4865829065081 0.831111468191025 0.0978 -1.12420134246425 0.260927620082383 3.85766462994954 7.28068637453285
bea lake al boot stream bc allo allo D allo_D allo_D 17 232 11 3.41396735414439 0.952790089546971 1.96185918906639 0.0667 -1.52405884675862 0.127494011705274 0.92969753119339 7.07763104162071
bea lake al boot stream bc allo allo D allo_D allo_D 18 260 17 1.45541180703349 0.386796448912594 0.914567830661491 0.0835 -1.39826510272389 0.162033473186137 0.606914592776113 10.9064551937616
bea lake al boot stream bc allo allo D allo_D allo_D 20 250 12 0.04600743843686 0.0120084832102962 0.0582172619477468 0.8425 1.01676650556649 0.309264519459294 0.00900705248238278 0.0495276697315109
bea lake al boot stream bc allo allo D allo_D allo_D 21 192 11 1.76183215668411 0.607751037905353 0.883327415906373 0.0832 -1.44550101272645 0.148317208754692 0.666319129111445 8.27435718713324
bea lake al cl marine ns allo allo D allo_D allo_D 1 31 4 2.59315470061422 1.76282638134621 3.27047487794452 0.6707 0.384223985128386 0.700812442600588 2.55821163001108 8.70847237517282
bea lake al cl marine ns allo allo D allo_D allo_D 4 46 6 5.59570757778779 3.26117618221681 0.0681464601686261 0.0034 -1.69495936704093 0.0900831291780342 6.12433926241587 1.53305292095987
bea lake al cl marine ns allo allo D allo_D allo_D 5 23 5 4.11570825357666 1.88612256032087 0.759066795992943 0.0197 -1.77965182549573 0.075132959047122 3.20650633764686 18.0012617814368
bea lake al cl marine ns allo allo D allo_D allo_D 6 19 3 9.37349732531909 4.8872183227721 11.5557796253463 0.7433 0.446528506790618 0.655215525527468 4.58150283628371 5.38431377955356
bea lake al cl marine ns allo allo D allo_D allo_D 7 29 4 6.51572802177188 3.47975697082589 2.1617191019362 0.1219 -1.2512393699731 0.210847158379264 4.23592862236778 1.74264527610783
bea lake al cl marine ns allo allo D allo_D allo_D 10 23 4 8.45640524044836 3.80090332244344 4.06252498596262 0.1694 -1.15600947504792 0.24767728140013 4.65477702746193 12.8106795960093
bea lake al cl marine ns allo allo D allo_D allo_D 11 24 3 6.33215466077283 3.8508602929174 22.4641060621795 1 4.18918116325252 2.79962833762868e-05 2.73435600756225 24.661833846169
bea lake al cl marine ns allo allo D allo_D allo_D 12 23 3 2.72385102859707 1.63636217751846 0.0983627384592509 0.0089 -1.60446649660368 0.108611263714956 1.31919058499006 0
bea lake al cl marine ns allo allo D allo_D allo_D 14 26 3 6.26590698155004 3.28327297818698 0.189651364979757 0.0161 -1.85067024793217 0.0642170067993521 1.90907118744489 11.3683352222085
bea lake al cl marine ns allo allo D allo_D allo_D 15 28 2 12.5074857012339 9.55312375862554 1.63745239945001e-06 0.0049 -1.30925594389882 0.190447667638245 5.20346229167541 21.4876855536202
bea lake al cl marine ns allo allo D allo_D allo_D 16 35 7 2.71557105016744 1.12496900820119 2.5525702548348 0.4633 -0.144893587418271 0.884794889506007 2.84861867541371 9.03484563650138
bea lake al cl marine ns allo allo D allo_D allo_D 18 22 3 9.84131196345231 5.02833808456691 6.1784331030662 0.2558 -0.72844721233608 0.466339871314238 7.68875149562793 3.73089571238909
bea lake al cl marine ns allo allo D allo_D allo_D 21 20 2 10.2273315890661 8.67742285860569 12.9338149257461 0.565 0.311899440741887 0.755116947542826 7.90363272187457 4.44600102748585
bea lake al cl white ns allo allo D allo_D allo_D 1 43 7 2.52960511982201 1.64951904203611 1.98172940482075 0.4299 -0.332142704048433 0.739781505545695 5.3113036645315 6.10676258956042
bea lake al cl white ns allo allo D allo_D allo_D 4 70 11 3.44842751463224 1.63494480888578 0.176099652788423 0.0054 -2.00149133111956 0.0453394670594685 5.65213089994491 1.23368875657495
bea lake al cl white ns allo allo D allo_D allo_D 5 32 6 3.30257595892545 1.45748757081055 1.78829964860128 0.1733 -1.03896344685948 0.298821736621902 3.61956963433407 1.5109847343192
bea lake al cl white ns allo allo D allo_D allo_D 6 33 3 11.3145965132518 5.75924090478305 13.0096279709034 0.6356 0.294315081740009 0.76851714919203 3.17535115487238 8.37768240871884
bea lake al cl white ns allo allo D allo_D allo_D 7 42 4 8.05046641082721 4.29532420814166 2.52032257368469 0.0976 -1.28747995940802 0.197927050330385 3.65142501269013 2.18000503187601
bea lake al cl white ns allo allo D allo_D allo_D 10 37 4 8.03728671187004 4.0403674728246 4.06252498596262 0.217 -0.983762430680266 0.325232335552228 3.79518878988332 12.8106795960093
bea lake al cl white ns allo allo D allo_D allo_D 11 42 3 6.74331533977543 3.9534551896697 24.6107296089079 1 4.51944271831375 6.20026198587197e-06 2.65379599209853 24.661833846169
bea lake al cl white ns allo allo D allo_D allo_D 12 29 8 3.14688788126015 2.54136357299203 6.21027170181208 0.8147 1.20540951051144 0.228045251812059 28.4423046973378 35.6251037271452
bea lake al cl white ns allo allo D allo_D allo_D 13 44 2 16.8595452073892 13.2837737755957 23.5834848415493 0.7497 0.506176915366699 0.612732459082673 3.98475122716465 NA
bea lake al cl white ns allo allo D allo_D allo_D 14 33 3 9.08393360719974 4.97935736946862 0.316648001260328 0.0136 -1.76072632578991 0.0782847347507745 2.86171571825715 0.568947383334189
bea lake al cl white ns allo allo D allo_D allo_D 15 37 3 8.46957261265155 4.51946410473433 4.4122638001572 0.2001 -0.897741130025604 0.369323576389845 3.38547577713497 5.96644463989033
bea lake al cl white ns allo allo D allo_D allo_D 16 38 7 2.90389384746253 1.15290891229971 3.49462242218205 0.6967 0.512380959516742 0.608384414150601 1.98509807706272 7.92208097217011
bea lake al cl white ns allo allo D allo_D allo_D 18 36 3 9.39594568701317 5.1564621786768 10.8688778302466 0.6017 0.285647812821045 0.775147879155472 3.61776694903019 5.21583923154
bea lake al cl white ns allo allo D allo_D allo_D 20 28 2 0.306538036038549 0.210206551656468 0.519792579256006 0.8417 1.01449998364452 0.31034423721951 0.0444817522553266 NA
bea lake al cl white ns allo allo D allo_D allo_D 21 31 4 4.66828152123219 2.5775640855939 2.59716596625206 0.2284 -0.803516609560039 0.421676200490189 3.59788347342346 6.947572835682
bea lake al constance lake sl allo allo S allo_S allo_S 1 429 30 0.828999367619724 0.215933597028784 0.466781165722041 0.0483 -1.67745180408124 0.0934541664962753 0.765563954642836 8.66823267860966
bea lake al constance lake sl allo allo S allo_S allo_S 2 356 29 1.13291547960983 0.256262297829838 1.12506391313555 0.4794 -0.0306387890094208 0.975557607503986 0.620847385545309 7.49499694390906
